Longitude,Latitude,Depth,OriginTime,x,y,z,Mag
 52.4761, 33.6458, 11.9012,2001-02-03 04:55:10, -2.2131,-94.7559, 11.9012,  1.1815
 52.4567, 33.5438, 11.8121,2001-02-03 04:56:20, -4.0218,-106.0623, 11.8121,  1.7297
 52.6512, 33.5771, 16.7135,2001-02-03 04:57:30, 14.0362,-102.3621, 16.7135,  2.3135
 52.7444, 33.8462, 19.4682,2001-02-03 04:58:40, 22.6206,-72.4945, 19.4682,  2.1137
 52.6871, 33.7546, 17.9417,2001-02-03 04:59:50, 17.3316,-82.6633, 17.9417,  1.4201
 52.7394, 33.8437, 19.7136,2001-02-03 05:01:00, 22.1598,-72.7737, 19.7136,  1.3811
 52.5245, 33.7311, 13.3692,2001-02-03 05:02:10,  2.2665,-85.2910, 13.3692,  1.0468
 52.5803, 33.7605, 14.9435,2001-02-03 05:03:20,  7.4436,-82.0275, 14.9435,  1.3928
 52.4498, 33.5455, 11.1701,2001-02-03 05:04:30, -4.6595,-105.8726, 11.1701,  5.2489
 52.6863, 33.7942, 18.0712,2001-02-03 05:05:40, 17.2503,-78.2710, 18.0712,  0.3992
 52.7401, 33.9175, 19.3133,2001-02-03 05:06:50, 22.2078,-64.5867, 19.3133,  2.0848
 53.0032, 33.5418, 26.7884,2001-02-03 05:08:00, 46.7362,-106.1791, 26.7884,  1.5819
 52.8002, 33.7774, 21.3820,2001-02-03 05:09:10, 27.8057,-80.1153, 21.3820,  1.2343
 52.6170, 33.8629, 15.6707,2001-02-03 05:10:20, 10.8274,-70.6626, 15.6707,  3.4085
 52.5573, 34.0378, 14.1511,2001-02-03 05:11:30,  5.2904,-51.2722, 14.1511,  1.1116
 52.4436, 33.7911, 10.5389,2001-02-03 05:12:40, -5.2222,-78.6361, 10.5389,  2.6755
 52.3150, 33.6431,  7.2356,2001-02-03 05:13:50,-17.1587,-95.0376,  7.2356,  3.0061
 52.3219, 33.7483,  7.3403,2001-02-03 05:15:00,-16.5014,-83.3670,  7.3403,  2.7894
 52.1957, 33.7829,  3.7840,2001-02-03 05:16:10,-28.1856,-79.5027,  3.7840,  3.6974
 52.5304, 33.8826, 12.9653,2001-02-03 05:17:20,  2.8116,-68.4861, 12.9653,  2.4155
 52.3885, 33.5606,  9.3522,2001-02-03 05:18:30,-10.3559,-104.2023,  9.3522,  1.7899
 52.5773, 33.7392, 14.5844,2001-02-03 05:19:40,  7.1590,-84.3857, 14.5844,  2.0527
 52.8019, 34.0081, 20.1562,2001-02-03 05:20:50, 27.8912,-54.5199, 20.1562,  3.1014
 52.5374, 33.8166, 12.5982,2001-02-03 05:22:00,  3.4622,-75.8077, 12.5982,  3.3781
 52.6036, 33.4837, 15.6575,2001-02-03 05:23:10,  9.6266,-112.7284, 15.6575,  5.8159
 52.4675, 33.6381, 11.5086,2001-02-03 05:24:20, -3.0135,-95.6031, 11.5086,  1.7635
 52.7396, 33.7971, 18.8154,2001-02-03 05:25:30, 22.1863,-77.9435, 18.8154,  1.0212
 52.6556, 33.6483, 17.1419,2001-02-03 05:26:40, 14.4386,-94.4649, 17.1419,  1.7598
 52.7424, 33.7881, 19.9767,2001-02-03 05:27:50, 22.4494,-78.9390, 19.9767,  3.0961
 52.4529, 33.4412, 11.1901,2001-02-03 05:29:00, -4.3776,-117.4448, 11.1901,  1.6181
 52.7491, 33.7086, 19.2445,2001-02-03 05:30:10, 23.0951,-87.7532, 19.2445,  0.6724
 52.8155, 33.6910, 21.3077,2001-02-03 05:31:20, 29.2519,-89.6908, 21.3077,  0.7047
 52.6546, 33.6059, 17.1190,2001-02-03 05:32:30, 14.3500,-99.1715, 17.1190,  2.8310
 52.6766, 33.6023, 17.8843,2001-02-03 05:33:40, 16.3941,-99.5618, 17.8843,  3.4900
 52.4949, 33.7346, 12.3401,2001-02-03 05:34:50, -0.4768,-84.8999, 12.3401,  1.2712
 52.3858, 33.6866,  9.2430,2001-02-03 05:36:00,-10.5905,-90.2178,  9.2430,  2.0069
 52.5949, 33.5807, 15.2824,2001-02-03 05:37:10,  8.8107,-101.9647, 15.2824,  2.1192
 52.5656, 33.8575, 14.4645,2001-02-03 05:38:20,  6.0729,-71.2658, 14.4645,  4.0591
 52.4862, 33.5548, 12.0976,2001-02-03 05:39:30, -1.2842,-104.8467, 12.0976,  0.6488
 52.5900, 33.8279, 14.7081,2001-02-03 05:40:40,  8.3272,-74.5448, 14.7081,  1.1071
 52.3596, 33.4443,  8.5323,2001-02-03 05:41:50,-13.0552,-117.0974,  8.5323,  2.0751
 52.4749, 34.0535, 11.7590,2001-02-03 05:43:00, -2.3186,-49.5306, 11.7590,  1.1073
 52.5281, 33.7481, 13.2213,2001-02-03 05:44:10,  2.6076,-83.4045, 13.2213,  0.3718
 52.1443, 33.8899,  2.2644,2001-02-03 05:45:20,-32.9025,-67.6154,  2.2644,  2.7913
 52.6542, 34.0733, 16.5741,2001-02-03 05:46:30, 14.2333,-47.3272, 16.5741,  3.2739
 52.6522, 33.8453, 17.1174,2001-02-03 05:47:40, 14.0841,-72.6084, 17.1174,  1.8961
 52.4378, 33.6520, 10.7644,2001-02-03 05:48:50, -5.7736,-94.0654, 10.7644,  1.5941
 52.7149, 34.4349, 18.3964,2001-02-03 00:00:00, 19.7557, -7.2047, 18.3964,  3.8697
 52.7816, 34.7215, 20.8060,2001-02-03 00:01:10, 25.7975, 24.6029, 20.8060,  1.3078
 52.6010, 34.2747, 12.5144,2001-02-03 00:02:20,  9.3012,-24.9855, 12.5144,  1.3727
 52.7846, 34.5499, 22.7495,2001-02-03 00:03:30, 26.1188,  5.5709, 22.7495,  0.9860
 52.8634, 34.6533, 27.9105,2001-02-03 00:04:40, 33.3102, 17.0652, 27.9105,  4.0626
 52.6043, 34.1337, 14.1745,2001-02-03 00:05:50,  9.6177,-40.6283, 14.1745,  1.1968
 52.8047, 34.1510, 29.7442,2001-02-03 00:07:00, 28.0960,-38.6698, 29.7442,  3.6197
 52.6853, 34.3842, 17.3004,2001-02-03 00:08:10, 17.0379,-12.8336, 17.3004,  0.4837
 52.7707, 34.6527, 19.7097,2001-02-03 00:09:20, 24.8129, 16.9690, 19.7097,  3.1472
 52.6712, 34.3026, 17.7528,2001-02-03 00:10:30, 15.7616,-21.8800, 17.7528,  0.9690
 52.7667, 34.1556, 26.4430,2001-02-03 00:11:40, 24.5904,-38.1759, 26.4430,  1.6732
 52.6828, 34.4681, 15.8141,2001-02-03 00:12:50, 16.7926, -3.5213, 15.8141,  1.1147
 52.8683, 34.4535, 30.8653,2001-02-03 00:14:00, 33.8473, -5.1017, 30.8653,  0.9686
 52.6004, 34.3716, 11.2865,2001-02-03 00:15:10,  9.2368,-14.2368, 11.2865,  3.1622
 52.6812, 34.3684, 17.5322,2001-02-03 00:16:20, 16.6706,-14.5782, 17.5322,  2.8382
 52.7738, 34.5930, 22.1451,2001-02-03 00:17:30, 25.1174, 10.3515, 22.1451,  1.2535
 52.7525, 34.6874, 18.1912,2001-02-03 00:18:40, 23.1402, 20.8233, 18.1912,  1.5886
 52.6332, 34.1576, 15.3169,2001-02-03 00:19:50, 12.2854,-37.9790, 15.3169,  2.3894
 52.7831, 34.6791, 21.4360,2001-02-03 00:21:00, 25.9452, 19.8997, 21.4360,  1.2510
 52.8951, 34.7036, 29.7871,2001-02-03 00:22:10, 36.1936, 22.6531, 29.7871,  1.1373
 52.7784, 34.5025, 22.6822,2001-02-03 00:23:20, 25.5682,  0.3132, 22.6822,  0.9582
 52.8039, 34.4603, 25.4625,2001-02-03 00:24:30, 27.9234, -4.3602, 25.4625,  2.0671
 52.8457, 34.4513, 28.3549,2001-02-03 00:25:40, 31.7695, -5.3488, 28.3549,  1.6557
 52.5516, 34.2354,  9.1532,2001-02-03 00:26:50,  4.7523,-29.3483,  9.1532,  1.1080
 52.7476, 34.4647, 21.7936,2001-02-03 00:28:00, 22.7534, -3.8902, 21.7936,  1.8824
 52.5674, 34.3238,  9.4812,2001-02-03 00:29:10,  6.2051,-19.5475,  9.4812,  1.2886
 52.5660, 34.1640, 11.0680,2001-02-03 00:30:20,  6.0885,-37.2745, 11.0680,  1.9508
 52.7850, 34.4998, 24.5293,2001-02-03 00:31:30, 26.1701,  0.0196, 24.5293,  2.4900
 52.8372, 34.3799, 28.0886,2001-02-03 00:32:40, 31.0144,-13.2688, 28.0886,  2.1360
 52.6162, 34.5565,  9.8109,2001-02-03 00:33:50, 10.6629,  6.2714,  9.8109,  1.5163
 52.6802, 34.3963, 17.1071,2001-02-03 00:35:00, 16.5711,-11.4895, 17.1071,  1.6405
 52.8052, 34.5028, 25.4105,2001-02-03 00:36:10, 28.0240,  0.3559, 25.4105,  2.4543
 52.7600, 34.3065, 25.0763,2001-02-03 00:37:20, 23.9358,-21.4382, 25.0763,  2.1206
 52.6088, 34.1346, 15.1011,2001-02-03 00:38:30, 10.0370,-40.5284, 15.1011,  2.8181
 52.8185, 34.5233, 25.0283,2001-02-03 00:39:40, 29.2457,  2.6303, 25.0283,  2.3696
 52.7919, 34.1155, 29.7890,2001-02-03 00:40:50, 26.9311,-42.6183, 29.7890,  1.5625
 52.7259, 34.2501, 22.7041,2001-02-03 00:42:00, 20.8042,-27.7012, 22.7041,  3.1442
 52.7811, 34.0784, 28.6736,2001-02-03 00:43:10, 25.9426,-46.7352, 28.6736,  3.7074
 52.6781, 34.3554, 17.0841,2001-02-03 00:44:20, 16.3845,-16.0312, 17.0841,  4.8230
 52.8190, 34.6536, 24.3339,2001-02-03 00:45:30, 29.2444, 17.0879, 24.3339,  0.7950
 52.7738, 34.6357, 20.9398,2001-02-03 00:46:40, 25.1023, 15.0919, 20.9398,  1.9909
 52.6099, 34.2603, 12.0578,2001-02-03 00:47:50, 10.1239,-26.5806, 12.0578,  2.8067
 52.8032, 34.6394, 22.8647,2001-02-03 00:49:00, 27.8039, 15.5056, 22.8647,  2.1524
 52.8258, 34.1449, 31.1764,2001-02-03 00:50:10, 30.0471,-39.3417, 31.1764,  0.4988
 52.7524, 34.2474, 24.7350,2001-02-03 00:51:20, 23.2516,-27.9931, 24.7350,  2.0626
 52.5791, 34.3622,  8.3675,2001-02-03 00:52:30,  7.2781,-15.2881,  8.3675,  2.6640
 52.7610, 34.1679, 26.6784,2001-02-03 00:53:40, 24.0631,-36.8033, 26.6784,  1.6286
 52.5527, 34.2333,  8.9686,2001-02-03 00:54:50,  4.8529,-29.5862,  8.9686,  1.6478
 52.6326, 34.3540, 13.8229,2001-02-03 00:56:00, 12.1980,-16.1886, 13.8229,  2.0298
 52.7219, 34.1237, 24.2309,2001-02-03 00:57:10, 20.4736,-41.7233, 24.2309,  1.9497
 52.6501, 34.7241, 10.7517,2001-02-03 00:58:20, 13.7511, 24.8748, 10.7517,  1.9525
 52.7792, 34.1990, 26.5360,2001-02-03 00:59:30, 25.7371,-33.3567, 26.5360,  3.1413
 52.7744, 34.1728, 27.3779,2001-02-03 01:00:40, 25.2984,-36.2598, 27.3779,  1.4970
 52.8431, 34.6122, 26.7522,2001-02-03 01:01:50, 31.4645, 12.5050, 26.7522,  1.2873
 52.8600, 34.6542, 26.7078,2001-02-03 01:03:00, 32.9987, 17.1645, 26.7078,  1.5234
 52.7804, 34.5808, 21.1658,2001-02-03 01:04:10, 25.7305,  9.0044, 21.1658,  1.8754
 52.7849, 34.1200, 28.1474,2001-02-03 01:05:20, 26.2879,-42.1209, 28.1474,  1.4377
 52.6394, 34.7207,  8.9265,2001-02-03 01:06:30, 12.7649, 24.4890,  8.9265,  3.2734
 52.7783, 34.2407, 26.3253,2001-02-03 01:07:40, 25.6382,-28.7292, 26.3253,  0.9721
 52.8382, 34.6016, 26.4061,2001-02-03 01:08:50, 31.0254, 11.3195, 26.4061,  2.0003
 52.8145, 34.6341, 24.4490,2001-02-03 01:10:00, 28.8358, 14.9265, 24.4490,  2.6377
 52.6958, 34.5390, 16.1138,2001-02-03 01:11:10, 17.9700,  4.3435, 16.1138,  1.0634
 52.6889, 34.1991, 19.3699,2001-02-03 01:12:20, 17.4091,-33.3572, 19.3699,  0.8079
 52.6191, 34.4532, 11.2569,2001-02-03 01:13:30, 10.9458, -5.1850, 11.2569,  2.1519
 52.7602, 34.1375, 26.5760,2001-02-03 01:14:40, 23.9992,-40.1827, 26.5760,  2.1899
 52.6433, 34.4530, 13.2615,2001-02-03 01:15:50, 13.1706, -5.2096, 13.2615,  0.8421
 52.7082, 34.6012, 15.9907,2001-02-03 01:17:00, 19.0980, 11.2510, 15.9907,  1.7965
 52.6080, 34.2352, 14.3499,2001-02-03 01:18:10,  9.9497,-29.3658, 14.3499,  0.6807
 52.6657, 34.7099, 10.9638,2001-02-03 01:19:20, 15.1769, 23.3029, 10.9638,  1.8099
 52.5578, 34.2259,  9.2119,2001-02-03 01:20:30,  5.3256,-30.4093,  9.2119,  1.1868
 52.6744, 34.1987, 19.5368,2001-02-03 01:21:40, 16.0779,-33.4130, 19.5368,  0.5678
 52.7397, 34.2412, 23.8638,2001-02-03 01:22:50, 22.0859,-28.6802, 23.8638,  3.2898
 52.6844, 34.7095, 12.6291,2001-02-03 01:24:00, 16.8916, 23.2543, 12.6291,  0.9081
 52.8496, 34.5939, 26.5278,2001-02-03 01:25:10, 32.0729, 10.4699, 26.5278,  2.7904
 52.8382, 34.4795, 27.8132,2001-02-03 01:26:20, 31.0716, -2.2233, 27.8132,  0.8898
 52.6814, 34.6208, 13.8166,2001-02-03 01:27:30, 16.6391, 13.4118, 13.8166,  2.4126
 52.7154, 34.1260, 22.8686,2001-02-03 01:28:40, 19.8701,-41.4611, 22.8686,  2.7020
 52.7073, 34.1312, 21.7048,2001-02-03 01:29:50, 19.1213,-40.8901, 21.7048,  1.2988
 52.7055, 34.3608, 19.6419,2001-02-03 01:31:00, 18.9001,-15.4182, 19.6419,  2.7132
 52.7614, 34.7352, 18.6229,2001-02-03 01:32:10, 23.9392, 26.1241, 18.6229,  1.8783
 52.6526, 34.7184, 10.6877,2001-02-03 01:33:20, 13.9811, 24.2369, 10.6877,  2.7974
 52.6709, 34.5884, 14.0963,2001-02-03 01:34:30, 15.6748,  9.8161, 14.0963,  2.6497
 52.6676, 34.4008, 14.7878,2001-02-03 01:35:40, 15.4093,-10.9889, 14.7878,  2.3884
 52.7819, 34.1078, 29.1165,2001-02-03 01:36:50, 26.0119,-43.4714, 29.1165,  1.9684
 52.6455, 34.1148, 17.9327,2001-02-03 01:38:00, 13.4245,-42.7252, 17.9327,  2.0651
 52.6727, 34.2924, 17.0045,2001-02-03 01:39:10, 15.8967,-23.0107, 17.0045,  2.5675
 52.6089, 34.5467,  9.0714,2001-02-03 01:40:20,  9.9917,  5.1869,  9.0714,  3.0186
 52.5437, 34.1694,  8.7873,2001-02-03 01:41:30,  4.0336,-36.6699,  8.7873,  4.8255
 52.5418, 34.1106, 10.3074,2001-02-03 01:42:40,  3.8591,-43.1901, 10.3074,  2.2892
 52.7263, 34.3836, 20.4508,2001-02-03 01:43:50, 20.8146,-12.8854, 20.4508,  1.7391
 52.8186, 34.3641, 27.6697,2001-02-03 01:45:00, 29.3073,-15.0279, 27.6697,  1.8501
 52.7609, 34.2990, 23.5800,2001-02-03 01:46:10, 24.0159,-22.2628, 23.5800,  0.9552
 52.7316, 34.2316, 23.1375,2001-02-03 01:47:20, 21.3384,-29.7458, 23.1375,  1.3815
 52.6802, 34.6297, 13.9722,2001-02-03 01:48:30, 16.5244, 14.4002, 13.9722,  1.0348
 52.7828, 34.2172, 27.2561,2001-02-03 01:49:40, 26.0592,-31.3301, 27.2561,  2.3495
 52.6695, 34.2899, 17.0031,2001-02-03 01:50:50, 15.6084,-23.2946, 17.0031,  1.6711
 52.6854, 34.4882, 15.8941,2001-02-03 01:52:00, 17.0289, -1.2958, 15.8941,  4.8323
 52.8230, 34.2739, 30.0619,2001-02-03 01:53:10, 29.7465,-25.0344, 30.0619,  0.5511
 52.6568, 34.1895, 17.9824,2001-02-03 01:54:20, 14.4582,-34.4360, 17.9824,  5.4757
 52.8584, 34.5551, 28.8508,2001-02-03 01:55:30, 32.8908,  6.1675, 28.8508,  1.6054
 52.6550, 34.3956, 13.9985,2001-02-03 01:56:40, 14.2565,-11.5692, 13.9985,  3.4264
 52.7917, 34.0776, 29.5915,2001-02-03 01:57:50, 26.9201,-46.8223, 29.5915,  1.5718
 52.5994, 34.4958,  8.9955,2001-02-03 01:59:00,  9.1318, -0.4608,  8.9955,  0.8649
 52.6997, 34.1866, 21.3922,2001-02-03 02:00:10, 18.4088,-34.7471, 21.3922,  2.1502
 52.5715, 34.2705,  9.5766,2001-02-03 02:01:20,  6.5873,-25.4570,  9.5766,  1.7296
 52.6787, 34.5961, 13.6746,2001-02-03 02:02:30, 16.3970, 10.6752, 13.6746,  1.3035
 52.6598, 34.1236, 18.2688,2001-02-03 02:03:40, 14.7460,-41.7379, 18.2688,  2.1154
 52.8191, 34.4062, 27.1634,2001-02-03 02:04:50, 29.3378,-10.3588, 27.1634,  1.7642
 52.5562, 34.1935, 10.4222,2001-02-03 02:06:00,  5.1843,-33.9955, 10.4222,  4.3283
 52.8277, 34.4087, 29.5658,2001-02-03 02:07:10, 30.1313,-10.0766, 29.5658,  3.1161
 52.8139, 34.6017, 23.9799,2001-02-03 02:08:20, 28.7960, 11.3300, 23.9799,  2.4726
 52.7969, 34.1564, 29.8555,2001-02-03 02:09:30, 27.3756,-38.0717, 29.8555,  2.2659
 52.7591, 34.2280, 25.0180,2001-02-03 02:10:40, 23.8733,-30.1434, 25.0180,  1.4757
 52.8507, 34.7161, 26.1674,2001-02-03 02:11:50, 32.1265, 24.0245, 26.1674,  2.7408
 52.6181, 34.4747, 11.4372,2001-02-03 02:13:00, 10.8525, -2.8057, 11.4372,  0.8309
 52.6682, 34.6536, 12.7417,2001-02-03 02:14:10, 15.4178, 17.0537, 12.7417,  0.6115
 52.7909, 34.6776, 21.4262,2001-02-03 02:15:20, 26.6627, 19.7413, 21.4262,  0.9570
 52.8121, 34.6532, 23.8458,2001-02-03 02:16:30, 28.6136, 17.0393, 23.8458,  4.4162
 52.6410, 34.1606, 17.2759,2001-02-03 02:17:40, 13.0038,-37.6431, 17.2759,  1.5382
 52.7047, 34.4676, 16.6431,2001-02-03 02:18:50, 18.8029, -3.5723, 16.6431,  0.8249
 52.6686, 34.1287, 19.4220,2001-02-03 02:20:00, 15.5550,-41.1742, 19.4220,  0.8858
 52.5899, 34.3633,  9.9698,2001-02-03 02:21:10,  8.2704,-15.1587,  9.9698,  2.8062
 52.8301, 34.4564, 27.7604,2001-02-03 02:22:20, 30.3338, -4.7819, 27.7604,  3.5381
 52.7123, 34.5576, 16.7775,2001-02-03 02:23:30, 19.4888,  6.4118, 16.7775,  1.9597
 52.7777, 34.6726, 20.3558,2001-02-03 02:24:40, 25.4505, 19.1771, 20.3558,  3.7674
 52.8444, 34.4711, 27.6880,2001-02-03 02:25:50, 31.6378, -3.1521, 27.6880,  1.9401
 52.7497, 34.3415, 23.1610,2001-02-03 02:27:00, 22.9750,-17.5563, 23.1610,  1.3589
 52.6973, 34.1343, 21.5451,2001-02-03 02:28:10, 18.1966,-40.5451, 21.5451,  1.6495
 52.5769, 34.2424, 11.8438,2001-02-03 02:29:20,  7.0875,-28.5682, 11.8438,  2.0756
 52.6688, 34.4811, 14.7310,2001-02-03 02:30:30, 15.5067, -2.0858, 14.7310,  2.0334
 52.8680, 34.5240, 29.7317,2001-02-03 02:31:40, 33.7905,  2.7253, 29.7317,  1.7204
 52.8161, 34.6413, 23.4578,2001-02-03 02:32:50, 28.9791, 15.7242, 23.4578,  0.8880
 52.6221, 34.4074, 12.1631,2001-02-03 02:34:00, 11.2251,-10.2631, 12.1631,  0.6522
 52.7523, 34.4996, 20.9056,2001-02-03 02:35:10, 23.1687, -0.0114, 20.9056,  2.7421
 52.6264, 34.3625, 14.0395,2001-02-03 02:36:20, 11.6258,-15.2451, 14.0395,  1.3965
 52.6047, 34.3904, 11.1762,2001-02-03 02:37:30,  9.6295,-12.1523, 11.1762,  1.5514
 52.7276, 34.3213, 21.9871,2001-02-03 02:38:40, 20.9460,-19.7975, 21.9871,  1.1262
 52.7132, 34.6139, 16.4710,2001-02-03 02:39:50, 19.5497, 12.6560, 16.4710,  2.5582
 52.7850, 34.4340, 23.6483,2001-02-03 02:41:00, 26.1959, -7.2826, 23.6483,  4.1705
 52.5696, 34.1355, 12.3539,2001-02-03 02:42:10,  6.4192,-40.4323, 12.3539,  0.8458
 52.7999, 34.1094, 29.9471,2001-02-03 02:43:20, 27.6719,-43.2833, 29.9471,  0.2487
 52.8123, 34.4983, 24.6499,2001-02-03 02:44:30, 28.6838, -0.1434, 24.6499,  4.3844
 52.6236, 34.3483, 13.5545,2001-02-03 02:45:40, 11.3757,-16.8257, 13.5545,  4.5819
 52.7305, 34.4205, 20.8976,2001-02-03 02:46:50, 21.1853, -8.7897, 20.8976,  2.4532
 52.7716, 34.2524, 25.4684,2001-02-03 02:48:00, 25.0203,-27.4324, 25.4684,  1.9369
 52.6713, 34.6640, 12.7360,2001-02-03 02:49:10, 15.7057, 18.2008, 12.7360,  0.7262
 52.8582, 34.4764, 29.9029,2001-02-03 02:50:20, 32.9086, -2.5562, 29.9029,  2.7047
 52.6380, 34.1490, 17.6467,2001-02-03 02:51:30, 12.7272,-38.9292, 17.6467,  1.4977
 52.8087, 34.6965, 22.6582,2001-02-03 02:52:40, 28.2866, 21.8367, 22.6582,  2.1197
 52.8281, 34.1815, 31.7336,2001-02-03 02:53:50, 30.2457,-35.2778, 31.7336,  2.0963
 52.9107, 34.6031, 30.7628,2001-02-03 02:55:00, 37.6716, 11.5184, 30.7628,  2.7559
 52.6072, 34.5167, 10.5297,2001-02-03 02:56:10,  9.8456,  1.8611, 10.5297,  3.7435
 52.6249, 34.5207, 11.2344,2001-02-03 02:57:20, 11.4649,  2.3034, 11.2344,  2.6600
 52.6432, 34.6024, 11.5130,2001-02-03 02:58:30, 13.1389, 11.3645, 11.5130,  2.8178
 52.6572, 34.2240, 16.9541,2001-02-03 02:59:40, 14.4827,-30.6092, 16.9541,  0.7709
 52.5987, 34.1800, 13.6826,2001-02-03 03:00:50,  9.0987,-35.4962, 13.6826,  3.2843
 52.6540, 34.1797, 16.8391,2001-02-03 03:02:00, 14.2001,-35.5205, 16.8391,  1.1820
 52.7295, 34.5645, 18.6893,2001-02-03 03:03:10, 21.0577,  7.1825, 18.6893,  1.4455
 52.8079, 34.2191, 28.6944,2001-02-03 03:04:20, 28.3765,-31.1202, 28.6944,  1.8921
 52.6123, 34.3127, 13.1799,2001-02-03 03:05:30, 10.3367,-20.7723, 13.1799,  2.0430
 52.6904, 34.6074, 14.9283,2001-02-03 03:06:40, 17.4641, 11.9252, 14.9283,  0.9587
 52.7723, 34.1065, 27.8982,2001-02-03 03:07:50, 25.1268,-43.6157, 27.8982,  1.9119
 52.5970, 34.1506, 13.8632,2001-02-03 03:09:00,  8.9494,-38.7532, 13.8632,  2.3463
 52.7086, 34.7186, 15.0240,2001-02-03 03:10:10, 19.1060, 24.2662, 15.0240,  1.2558
 52.5685, 34.2123,  9.9136,2001-02-03 03:11:20,  6.3170,-31.9120,  9.9136,  2.2626
 52.7138, 34.6449, 15.8190,2001-02-03 03:12:30, 19.6049, 16.0998, 15.8190,  2.6920
 52.8325, 34.5713, 26.6153,2001-02-03 03:13:40, 30.5069,  7.9601, 26.6153,  0.7547
 52.8887, 34.5611, 29.8751,2001-02-03 03:14:50, 35.6758,  6.8417, 29.8751,  1.1478
 52.6812, 34.4990, 15.8432,2001-02-03 03:16:00, 16.6434, -0.0998, 15.8432,  1.1129
 52.6956, 34.7126, 14.0169,2001-02-03 03:17:10, 17.9178, 23.6056, 14.0169,  1.8461
 52.5738, 34.3806,  8.3306,2001-02-03 03:18:20,  6.7892,-13.2474,  8.3306,  1.2454
 52.7784, 34.1633, 27.5399,2001-02-03 03:19:30, 25.6739,-37.3093, 27.5399,  3.1330
 52.6594, 34.4886, 13.8308,2001-02-03 03:20:40, 14.6385, -1.2562, 13.8308,  2.1414
 52.7993, 34.1672, 28.6923,2001-02-03 03:21:50, 27.5986,-36.8802, 28.6923,  2.7416
 52.7863, 34.4557, 23.3020,2001-02-03 03:23:00, 26.3049, -4.8788, 23.3020,  2.5342
 52.6578, 34.5728, 12.1437,2001-02-03 03:24:10, 14.4776,  8.0891, 12.1437,  1.7848
 52.6194, 34.3552, 12.2322,2001-02-03 03:25:20, 10.9861,-16.0613, 12.2322,  1.7062
 52.8808, 34.4540, 30.6521,2001-02-03 03:26:30, 34.9906, -5.0388, 30.6521,  1.1710
 52.7222, 34.0944, 24.1382,2001-02-03 03:27:40, 20.5052,-44.9653, 24.1382,  2.4946
 52.5977, 34.3598, 11.3769,2001-02-03 03:28:50,  8.9871,-15.5517, 11.3769,  2.9096
 52.7928, 34.2972, 26.8551,2001-02-03 03:30:00, 26.9543,-22.4630, 26.8551,  1.6148
 52.6968, 34.4613, 17.3191,2001-02-03 03:31:10, 18.0863, -4.2751, 17.3191,  3.1768
 52.7155, 34.1945, 21.6639,2001-02-03 03:32:20, 19.8625,-33.8715, 21.6639,  1.0348
 52.5995, 34.2882, 12.8637,2001-02-03 03:33:30,  9.1657,-23.4939, 12.8637,  1.7330
 52.6880, 34.5411, 15.1383,2001-02-03 03:34:40, 17.2533,  4.5705, 15.1383,  3.6036
 52.7396, 34.4043, 21.6259,2001-02-03 03:35:50, 22.0337,-10.5895, 21.6259,  1.3030
 52.8396, 34.3732, 29.4714,2001-02-03 03:37:00, 31.2358,-14.0116, 29.4714,  0.3284
 52.8784, 34.5886, 30.1222,2001-02-03 03:38:10, 34.7132,  9.8950, 30.1222,  0.4627
 52.6680, 34.7420, 11.9187,2001-02-03 03:39:20, 15.3877, 26.8626, 11.9187,  1.4417
 52.7506, 34.6120, 19.6786,2001-02-03 03:40:30, 22.9839, 12.4558, 19.6786,  2.1609
 52.6175, 34.6202,  9.1039,2001-02-03 03:41:40, 10.7746, 13.3457,  9.1039,  1.7300
 52.6091, 34.1530, 14.3268,2001-02-03 03:42:50, 10.0607,-38.4866, 14.3268,  1.8415
 52.6449, 34.3311, 15.3112,2001-02-03 03:44:00, 13.3355,-18.7212, 15.3112,  1.6770
 52.6706, 34.6481, 12.8301,2001-02-03 03:45:10, 15.6435, 16.4428, 12.8301,  1.6716
 52.8541, 34.4989, 28.2358,2001-02-03 03:46:20, 32.5202, -0.0606, 28.2358,  2.9805
 52.7227, 34.5818, 17.2014,2001-02-03 03:47:30, 20.4339,  9.0944, 17.2014,  2.8628
 52.5875, 34.2185, 11.4636,2001-02-03 03:48:40,  8.0586,-31.2227, 11.4636,  1.2405
 52.7502, 34.1239, 26.4731,2001-02-03 03:49:50, 23.0822,-41.6864, 26.4731,  1.3656
 52.7555, 34.2458, 23.6472,2001-02-03 03:51:00, 23.5349,-28.1724, 23.6472,  1.4364
 52.5651, 34.1310, 11.4394,2001-02-03 03:52:10,  6.0063,-40.9319, 11.4394,  1.2619
 52.6761, 34.4328, 16.6611,2001-02-03 03:53:20, 16.1828, -7.4410, 16.6611,  0.5312
 52.6676, 34.0894, 20.0015,2001-02-03 03:54:30, 15.4680,-45.5348, 20.0015,  2.1920
 52.7327, 34.5498, 19.6240,2001-02-03 03:55:40, 21.3553,  5.5452, 19.6240,  2.3720
 52.8674, 34.5874, 28.1919,2001-02-03 03:56:50, 33.7101,  9.7574, 28.1919,  0.2513
 52.7746, 34.1179, 28.0227,2001-02-03 03:58:00, 25.3346,-42.3552, 28.0227,  2.4520
 52.7906, 34.4716, 24.0816,2001-02-03 03:59:10, 26.7001, -3.1170, 24.0816,  2.1617
 52.6718, 34.5364, 15.6931,2001-02-03 04:00:20, 15.7734,  4.0513, 15.6931,  2.7776
